NAME,DECLARATION,DESCRIPTION
OnPostEntitiesCreated,"bool OnPostEntitiesCreated(FMassProcessingContext& InProcessingContext, const FMassArchetypeEntityCollection& EntityCollection);",This flavor of OnPostEntitiesCreated is deprecated. Please use the one taking a TConstArrayView<FMassArchetypeEntityCollection> parameter instead
OnPostProcessInputsInternal,ENGINE_API void OnPostProcessInputsInternal(const int32 PhysicsStep) {};,"Deprecated, Logic moved to async flow through FAsyncNetworkPhysicsComponent::OnPostProcessInputs_Internal instead"
OnPreProcessInputsInternal,ENGINE_API void OnPreProcessInputsInternal(const int32 PhysicsStep) {};,"Deprecated, Logic moved to async flow through FAsyncNetworkPhysicsComponent::OnPreProcessInputs_Internal instead"
OnSelectionChanged,"void OnSelectionChanged(TSharedPtr<FString> NewSelection, ESelectInfo::Type /*SelectInfo*/)",Unused
OnUpdated,FOnModelUpdated OnUpdated;,"This member is no longer supported, please subscribe to UMovieSceneSignedObject::OnModifiedDirectly."
OpenAsyncReadPackage,"FOpenAsyncPackageResult OpenAsyncReadPackage(const FPackagePath& PackagePath, EPackageSegment PackageSegment)",Use the overload that takes a FBulkDataCookedIndex
OpenLevel,TSharedPtr<FUICommandInfo> OpenLevel;,This command has been moved to FGlobalEditorCommonCommands and is no longer registered.
OpenReadPackage,"FOpenPackageResult OpenReadPackage(const FPackagePath& PackagePath, EPackageSegment PackageSegment,",Use the overload that takes a FBulkDataCookedIndex
operator!=,"friend bool operator!=(const FMovieSceneTimeWarping& A, const FMovieSceneTimeWarping& B)",Please update your code to the new FMovieSceneSequenceTransform API. The closest analogue is FMovieSceneTimeWarpLoop.
operator*,FORCEINLINE const AssignedType& operator*() const,Use GetOriginalValue() instead.
operator*,FORCEINLINE const AssignedType& operator*() const,Use GetOriginalValue() instead.
operator==,ENGINE_API bool operator==(const UObject*& OtherOwner) const;,This operator will no longer be used.
operator==,"friend bool operator==(const FMovieSceneTimeWarping& A, const FMovieSceneTimeWarping& B)",Please update your code to the new FMovieSceneSequenceTransform API. The closest analogue is FMovieSceneTimeWarpLoop.
operator==,bool operator==(const FHttpStats& Other) const,operator== for FHttpStats has been deprecated and will be removed.
OptionalSourceObject,TWeakObjectPtr<UObject> OptionalSourceObject;,Use OptionalSourceElement instead.
Outputs,"TMap< int, FDataflowOutput* > Outputs;","Will be made private in 5.7, use Get/Set methods instead."
OverridesSparseClassDataArchetype,COREUOBJECT_API bool OverridesSparseClassDataArchetype() const;,"Replace with UE::Reflection::DoesSparseClassDataOverrideArchetype(Class, [](const FProperty*){return true;})"
Owner,FWeakObjectPtr Owner;,Use NavigationElement instead.
PackagesMarkedEditorOnlyByOtherPackage,"TMap<FName, TSet<FName>> PackagesMarkedEditorOnlyByOtherPackage;",No longer used; skiponlyeditoronly is used instead and tracks editoronly references via savepackage results.
ParentEndFrameOffset,FFrameNumber ParentEndFrameOffset;,This field is no longer supported.
ParentFirstLoopStartFrameOffset,FFrameNumber ParentFirstLoopStartFrameOffset;,This field is no longer supported.
ParentStartFrameOffset,FFrameNumber ParentStartFrameOffset;,This field is no longer supported.
ParseCloth,"void ParseCloth(FXmlNode* InNode, TSharedPtr<IDatasmithClothElement>& OutElement) const;",The experimental Cloth importer is no longer supported.
ParseClothActor,"void ParseClothActor(FXmlNode* InNode, TSharedPtr<IDatasmithClothActorElement>& OutElement, TSharedRef< IDatasmithScene > Scene) const;",The experimental Cloth importer is no longer supported.
PendingOctreeUpdates,TSet<FNavigationDirtyElement> PendingOctreeUpdates;,Use PendingUpdates instead.
PerformAnimationProcessing,"ENGINE_API void PerformAnimationProcessing(const USkeletalMesh* InSkeletalMesh, UAnimInstance* InAnimInstance, bool bInDoEvaluation, TArray<FTransform>& OutSpaceBases, TArray<FTransform>& OutBoneSpaceTransforms, FVector& OutRootBoneTranslation, FBlendedHeapCurve& OutCurve, UE::Anim::FMeshAttributeContainer& OutAttributes);",Please use PerformAnimationEvaluation with different signature
PerInstanceGeometries,TArray<FRHIRayTracingGeometry*> PerInstanceGeometries;,PerInstanceGeometries should be provided in FRayTracingSceneBuildParams.
PollOcclusionQueries,FORCEINLINE_DEBUGGABLE void PollOcclusionQueries(),PollOcclusionQueries is no longer necessary. It has been deprecated and there is no replacement. Remove any remaining calls to PollOcclusionQueries.
PollRenderQueryResults,FORCEINLINE void PollRenderQueryResults() {},RHIPollRenderQueryResults is deprecated. Platform RHIs that require query polling now do this automatically as part of RHI command list submission.
PopEvent,FORCEINLINE_DEBUGGABLE void PopEvent(),"RHIPopEvent is deprecated. All events and markers now use the RHI breadcrumb system. Use RDG_EVENT_SCOPE or SCOPED_DRAW_EVENT macros to mark up rendering code, rather than calling this function directly."
PopulateReplicationCache,ENGINE_API void PopulateReplicationCache(const int32 PhysicsStep) { },"Deprecated, ReplicationCache has been moved to FPhysicsReplicationCache and it's getting populated automatically. Use GetStateFromReplicationCache() and RegisterForReplicationCache() to use the replication cache. "
position,/** Get the target position (asserts if not in Position mode) */,This method is Deprecated and it will be removed in a future release. Use GetPosition instead
PostLoadAssetRegistryTags,"COREUOBJECT_API virtual void PostLoadAssetRegistryTags(const FAssetData& InAssetData, TArray<FAssetRegistryTag>& OutTagsAndValuesToUpdate) const final {}","This function is no longer called. If you require this functionality, please implement ThreadedPostLoadAssetRegistryTagsOverride. \
Note that this function MUST be safe to call on a background thread. If you have functionality that doesn't meet that requirement, \
consider using the AssetRegistry's AssetAddedEvent which fires on the game thread."
PostLoadBlueprintAssetRegistryTags,"static ENGINE_API void PostLoadBlueprintAssetRegistryTags(const FAssetData& InAssetData, TArray<FAssetRegistryTag>& OutTagsAndValuesToUpdate);",This function is no longer called. See UObject::PostLoadAssetRegistryTags for more information.
PRAGMA_DISABLE_DEPRECATION_WARNING,PRAGMA_DISABLE_DEPRECATION_WARNINGS,Hash of type FIoChunkHash is deprecated. Use ChunkHash of type FIoHash instead.
PRAGMA_DISABLE_DEPRECATION_WARNING,PRAGMA_DISABLE_DEPRECATION_WARNINGS,Use ShaderCodeResources
PRAGMA_DISABLE_DEPRECATION_WARNING,PRAGMA_DISABLE_DEPRECATION_WARNINGS,This has moved to the UE::MathCore::Graph namespace
PRAGMA_DISABLE_DEPRECATION_WARNING,PRAGMA_DISABLE_DEPRECATION_WARNINGS,This has moved to the UE::MathCore::Graph namespace
PRAGMA_DISABLE_DEPRECATION_WARNING,PRAGMA_DISABLE_DEPRECATION_WARNINGS,This has moved to the UE::MathCore::Graph namespace
PRAGMA_DISABLE_DEPRECATION_WARNING,PRAGMA_DISABLE_DEPRECATION_WARNINGS,This has moved to the UE::MathCore::Graph namespace
PRAGMA_DISABLE_DEPRECATION_WARNING,PRAGMA_DISABLE_DEPRECATION_WARNINGS,This has moved to the UE::MathCore::Graph namespace
PRAGMA_DISABLE_DEPRECATION_WARNING,PRAGMA_DISABLE_DEPRECATION_WARNINGS,This has moved to the UE::MathCore::Graph namespace
PRAGMA_DISABLE_DEPRECATION_WARNING,PRAGMA_DISABLE_DEPRECATION_WARNINGS,This has moved to the UE::MathCore::Graph namespace
PRAGMA_DISABLE_DEPRECATION_WARNING,PRAGMA_DISABLE_DEPRECATION_WARNINGS,This has moved to the UE::MathCore::Graph namespace
PRAGMA_DISABLE_DEPRECATION_WARNING,PRAGMA_DISABLE_DEPRECATION_WARNINGS,Use ICustomSlateElement::Draw instead.
PRAGMA_DISABLE_DEPRECATION_WARNING,PRAGMA_DISABLE_DEPRECATION_WARNINGS,Use RDG version instead.
PRAGMA_DISABLE_DEPRECATION_WARNING,PRAGMA_DISABLE_DEPRECATION_WARNINGS,This path is longer supported. Get the render proxy instead.
PRAGMA_DISABLE_DEPRECATION_WARNING,PRAGMA_DISABLE_DEPRECATION_WARNINGS,Use Draw_RenderThread with an RDG builder instead
PragmaDirectives,TArray<FString> PragmaDirectives;,PragmaDirectives are now only accessible via the FShaderPreprocessOutput struct
PreDestroyObject,"MOVIESCENE_API virtual void PreDestroyObject(UObject& Object, const FGuid& BindingId, FMovieSceneSequenceIDRef TemplateID);",Please use the version of this with BindingIndex
PreGDMECallback,"virtual void PreGDMECallback(FRHICommandList& RHICmdList, class FGPUSkinCache* GPUSkinCache, uint32 FrameNumber) {}",PreGDMECallback is no longer used
PrepareCellForCook,virtual bool PrepareCellForCook(UPackage* InPackage) { return false; },Use version with IWorldPartitionCookPackageContext
PrepassLayoutScaleMultiplier,TOptional<float> PrepassLayoutScaleMultiplier;,Direct access to PrepassLayoutScaleMultiplier is deprecated. Use the GetPrepassLayoutScaleMultiplier. The scale multitplier can only be set in the prepass.
Present,virtual bool Present(int32& InOutSyncInterval) { check(false); return true; };,"Please replace with Present(IRHICommandContext& RHICmdContext, int32& InOutSyncInterval)."
Print,"ENGINE_API virtual void Print(const TArray<FString>& SearchForKeywords, const FGraphActionListBuilderBase::ActionGroup& Action) const;","FGraphActionListBuilderBase::ActionGroup weight calculation was always performed on the first action, provide that if scoring a FGraphActionListBuilderBase::ActionGroup, or just provide the FEdGraphSchemaAction"
PrintSearchTextDebugInfo,"ENGINE_API void PrintSearchTextDebugInfo(const TArray<FString>& InFilterTerms, const FGraphActionListBuilderBase::ActionGroup& InCurrentAction, const FGraphSchemaSearchTextDebugInfo* InDebugInfo) const;","Only the first entry in the action group has ever been used, provide it to PrintSearchTextDebugInfo"
ProcessRecordedTimes,"void ProcessRecordedTimes(UAnimSequence* AnimSequence, USkeletalMeshComponent* SkeletalMeshComponent, const FString& HoursName, const FString& MinutesName, const FString& SecondsName, const FString& FramesName, const FString& SubFramesName, const FString& SlateName, const FString& Slate, const FTimecodeBoneMethod& TimecodeBoneMethod);",Use the ProcessRecordedTimes method that takes a FProcessRecordedTimeParams struct.
ProcessRecordedTimes,"void ProcessRecordedTimes(UAnimSequence* AnimSequence, USkeletalMeshComponent* SkeletalMeshComponent, const FString& HoursName, const FString& MinutesName, const FString& SecondsName, const FString& FramesName, const FString& SubFramesName, const FString& SlateName, const FString& Slate, const FTimecodeBoneMethod& TimecodeBoneMethod);",Use the ProcessRecordedTimes method that takes a FProcessRecordedTimeParams struct.
PushEvent,"FORCEINLINE_DEBUGGABLE void PushEvent(const TCHAR* Name, FColor Color)","RHIPushEvent is deprecated. All events and markers now use the RHI breadcrumb system. Use RDG_EVENT_SCOPE or SCOPED_DRAW_EVENT macros to mark up rendering code, rather than calling this function directly."
RasterizeGeometryTransformCoords,"NAVIGATIONSYSTEM_API void RasterizeGeometryTransformCoords(const TArray<FVector::FReal>& Coords, const FTransform& LocalToWorld);",This function was not handling the indices order correctly and is replaced by RasterizeGeometryTransformCoordsAndFlipIndices.
RayTraceDispatch,"FORCEINLINE_DEBUGGABLE void RayTraceDispatch(FRayTracingPipelineState* Pipeline, FRHIRayTracingShader* RayGenShader, FRHIRayTracingScene* Scene, const FRayTracingShaderBindings& GlobalResourceBindings, uint32 Width, uint32 Height)",Provide FRHIShaderBindingTable instead of FRayTracingScene.
RayTraceDispatchIndirect,"FORCEINLINE_DEBUGGABLE void RayTraceDispatchIndirect(FRayTracingPipelineState* Pipeline, FRHIRayTracingShader* RayGenShader, FRHIRayTracingScene* Scene, const FRayTracingShaderBindings& GlobalResourceBindings, FRHIBuffer* ArgumentBuffer, uint32 ArgumentOffset)",Provide FRHIShaderBindingTable instead of FRayTracingScene.
RayTracingDecalInstanceIndex,uint32 RayTracingDecalInstanceIndex;,Provide RayTracingGeometry and DecalGlobalGeometrySegmentIndex instead of RayTracingDecalInstanceIndex
RayTracingGeometryRHI,FRayTracingGeometryRHIRef RayTracingGeometryRHI;,Use GetRHI() instead.
RayTracingInstanceIndex,uint32 RayTracingInstanceIndex;,Provide RayTracingGeometry and SBTSegmentRange instead of RayTracingInstanceIndex
ReadLockEnumerateTagToAssetDatas,"virtual void ReadLockEnumerateTagToAssetDatas(TFunctionRef<void(FName TagName, const TArray<const FAssetData*>& Assets)> Callback) const override;",ReadLockEnumerateTagToAssetDatas with TArray has been deprecated. Use ReadLockEnumerateAllTagToAssetDatas instead.
ReadLockEnumerateTagToAssetDatas,"virtual void ReadLockEnumerateTagToAssetDatas(TFunctionRef<void(FName TagName, const TArray<const FAssetData*>& Assets)> Callback) const = 0;",ReadLockEnumerateTagToAssetDatas with TArray has been deprecated. Use ReadLockEnumerateTagToAssetDatas with EnumerateAssets callback instead.
ReadPackageDataDependencies,"ASSETREGISTRY_API bool ReadPackageDataDependencies(FArchive& BinaryArchive, TBitArray<>& OutImportUsedInGame, TBitArray<>& OutSoftPackageUsedInGame);",Use version that takes FReadPackageDataArgs
ReallocateWeightmaps,"LANDSCAPE_API void ReallocateWeightmaps(FLandscapeEditDataInterface* DataInterface = nullptr, bool InCanUseEditingWeightmap = true, bool InSaveToTransactionBuffer = true, bool InForceReallocate = false, ALandscapeProxy* InTargetProxy = nullptr, TArray<UTexture*>* OutNewCreatedTextures = nullptr);","Use the new prototype of ReallocateWeightmaps : note : this is very internal stuff, normally, you shouldn't have to use this function at all"
RecastErodeWalkable,"NAVIGATIONSYSTEM_API bool RecastErodeWalkable(FNavMeshBuildContext& BuildContext, FTileRasterizationContext& RasterContext);",Use the new version without RasterContext instead.
RecordedSceneQueries,"TMap<int32, TSharedPtr<FChaosVDQueryDataWrapper>> RecordedSceneQueries;","RecordedSceneQueries is deprecated and will be removed in a future release, use RecordedSceneQueriesByQueryID instead."
RecordedTrack,const FRecordedTransformTrack* RecordedTrack;,No longer used
ReferencedGeometries,TArray<TRefCountPtr<FRHIRayTracingGeometry>> ReferencedGeometries;,ReferencedGeometries should be provided in FRayTracingSceneBuildParams.
ReferencingAssets,TArray<FAssetData> ReferencingAssets;,ReferencingAssets is deprecated. Use the AddReferencingAsset functions to add referencers and GetReferencingAssets to get them.
RegisterNavOctreeElement,"NAVIGATIONSYSTEM_API FSetElementId RegisterNavOctreeElement(UObject& ElementOwner, INavRelevantInterface& ElementInterface, int32 UpdateFlags);",Use RegisterNavigationElementWithNavOctree instead.
RegisterNavOctreeElement,"NAVIGATIONSYSTEM_API FSetElementId RegisterNavOctreeElement(UObject* ElementOwner, INavRelevantInterface* ElementInterface, int32 UpdateFlags);",Use the version taking FNavigationElement as parameter instead.
RegisterOutputConnection,"FDataflowOutput& RegisterOutputConnection(const T* Reference, const T* Passthrough, const FName& PropertyName, const FName& PassthroughName)",PassthroughName is no longer needed to register output connections
RegisterPersistentAuxiliary,"static inline void RegisterPersistentAuxiliary(void* /*InMemory*/, SIZE_T /*InSize*/) {}",Persistent Auxiliary allocator is obsolete and is replaced by a GetPersistentLinearAllocator()
RegisterSourceControlProjectDirDelegate,virtual void RegisterSourceControlProjectDirDelegate(const FSourceControlProjectDirDelegate& SourceControlProjectDirDelegate) override;,Use RegisterCustomProjectsDelegate instead.
RegisterSourceControlProjectDirDelegate,virtual void RegisterSourceControlProjectDirDelegate(const FSourceControlProjectDirDelegate& SourceControlProjectDirDelegate) = 0;,Use RegisterCustomProjectsDelegate instead.
ReleaseSourceMemory,FORCEINLINE void ReleaseSourceMemory() { },Remove call to ReleaseSourceMemory.
ReleaseThreadOwnership,FORCEINLINE void ReleaseThreadOwnership(),"FRHICommandListImmediate::ReleaseThreadOwnership() is deprecated. Thread ownership of the RHI is automatic, so this function is redundant."
RemoveBulkData,FORCEINLINE void RemoveBulkData() { },RemoveBulkData did not actually remove bulkdata; use ReleaseBulkDataCachedMemory if that's what you wanted
RemoveCloth,virtual void RemoveCloth(const TSharedPtr< IDatasmithClothElement >& InElement) override;,The experimental Cloth importer is no longer supported.
RemoveCloth,virtual void RemoveCloth(const TSharedPtr< IDatasmithClothElement >& InElement) = 0;,The experimental Cloth importer is no longer supported.
RemoveClothAt,virtual void RemoveClothAt(int32 InIndex) override;,The experimental Cloth importer is no longer supported.
RemoveClothAt,virtual void RemoveClothAt(int32 InIndex) = 0;,The experimental Cloth importer is no longer supported.
RemoveClothCollisionSource,void RemoveClothCollisionSource(USkeletalMeshComponent* InSourceComponent),This function has been renamed RemoveClothCollisionSources
RemoveDecoder,virtual void RemoveDecoder(ICompressedAudioInfo* CompressedAudioInfo) { LogWarning(); },Use These methods are no longer used (removing the unused legacy streaming manager)
RemoveHierarchicalBlendTarget,FComponentTypeID RemoveHierarchicalBlendTarget;,This tag is no longer used. Blend targets are entirely managed by UMovieSceneHierarchicalBiasSystem now.
RemoveNavOctreeElementId,"NAVIGATIONSYSTEM_API void RemoveNavOctreeElementId(const FOctreeElementId2& ElementId, int32 UpdateFlags);",Use RegisterFromNavOctree instead.
RemoveNavOctreeElementId,"NAVIGATIONSYSTEM_API void RemoveNavOctreeElementId(const FOctreeElementId2& ElementId, int32 UpdateFlags);",This functionality should not be exposed publicly and will be removed. Derived classes should use RemoveFromNavOctree instead.
RemoveObjectsNavOctreeId,NAVIGATIONSYSTEM_API void RemoveObjectsNavOctreeId(const UObject& Object);,Use RemoveNode instead.
RemoveObjectsNavOctreeId,NAVIGATIONSYSTEM_API void RemoveObjectsNavOctreeId(const UObject& Object);,This functionality should not be exposed and will be removed.
RemoveOnActorDestroyededHandler,void RemoveOnActorDestroyededHandler(FDelegateHandle InHandle) const;,Use the typo corrected version RemoveOnActorDestroyedHandler
RemoveSoundBufferForResourceID,ENGINE_API void RemoveSoundBufferForResourceID(uint32 ResourceID);,This is no longer used.  Existing calls may be deleted
RemoveStreamingSoundSource,virtual void RemoveStreamingSoundSource(FSoundSource* SoundSource) { LogWarning(); },Use These methods are no longer used (removing the unused legacy streaming manager)
RemoveStreamingSoundWave,virtual void RemoveStreamingSoundWave(const FSoundWaveProxyPtr& SoundWave) { LogWarning(); },Use These methods are no longer used (removing the unused legacy streaming manager)
ReplaceActors,"UNREALED_API void ReplaceActors(UActorFactory* Factory, const FAssetData& AssetData, const TArray<AActor*>& ActorsToReplace, TArray<AActor*>* OutNewActors = nullptr, bool bCopySourceProperties = true);",Please use UEditorActorSubsystem::ReplaceActors instead.
ReplaceAreaInOctreeData,"NAVIGATIONSYSTEM_API bool ReplaceAreaInOctreeData(const UObject& Object, TSubclassOf<UNavArea> OldArea, TSubclassOf<UNavArea> NewArea, bool bReplaceChildClasses);",Use the overloaded version with FNavigationElement instead.
ReplaceAreaInOctreeData,"NAVIGATIONSYSTEM_API bool ReplaceAreaInOctreeData(const UObject& Object, TSubclassOf<UNavArea> OldArea, TSubclassOf<UNavArea> NewArea, bool bReplaceChildClasses = false);",Use the version taking FNavigationElement instead.
ReplaceSelectedActors,"UNREALED_API void ReplaceSelectedActors(UActorFactory* Factory, const FAssetData& AssetData, bool bCopySourceProperties = true);",Please use UEditorActorSubsystem::ReplaceSelectedActors instead.
Reset,void Reset() { ClearAllBits(); },Use ClearAllBits instead.
Reset,inline void Reset() { ClearAllBits(); },Use ClearAllBits instead.
ResetStreamingSourceInfo,ENGINE_API virtual void ResetStreamingSourceInfo() const {},Use version that takes FWorldPartitionStreamingContext instead.
ResimulationErrorThreshold,static float ResimulationErrorThreshold(),"ResimulationErrorThreshold has been renamed, please use GetResimulationErrorPositionThreshold."
ReverseCacheBeginTime,float ReverseCacheBeginTime;,No longer used
RewindUsesCollisionResimCache,bool RewindUsesCollisionResimCache() const { return GetUseCollisionResimCache(); },"Deprecated, use GetUseCollisionResimCache() instead"
RewriteHlsl,"bool RewriteHlsl(const FShaderConductorOptions& Options, FString* OutSource = nullptr);",DXC rewriter has been deprecated since UE5.5. FShaderConductorContext::RewriteHlsl will be removed in future versions.
RHIAcquireThreadOwnership,FORCEINLINE void RHIAcquireThreadOwnership(),"RHIAcquireThreadOwnership() is deprecated. Thread ownership of the RHI is automatic, so this function is redundant."
RHICalcRayTracingSceneSize,"FORCEINLINE FRayTracingAccelerationStructureSize RHICalcRayTracingSceneSize(uint32 MaxInstances, ERayTracingAccelerationStructureFlags Flags)",Provide FRayTracingSceneInitializer instead.
RHICalcTexture2DArrayPlatformSize,"FORCEINLINE uint64 RHICalcTexture2DArrayPlatformSize(uint32 SizeX, uint32 SizeY, uint32 ArraySize, uint8 Format, uint32 NumMips, uint32 NumSamples, ETextureCreateFlags Flags, const FRHIResourceCreateInfo& CreateInfo, uint32& OutAlign)",The separate RHICalcTexture... functions for each texture type are deprecated. Use RHICalcTexturePlatformSize instead.
RHICalcTexture2DPlatformSize,"FORCEINLINE uint64 RHICalcTexture2DPlatformSize(uint32 SizeX, uint32 SizeY, uint8 Format, uint32 NumMips, uint32 NumSamples, ETextureCreateFlags Flags, const FRHIResourceCreateInfo& CreateInfo, uint32& OutAlign)",The separate RHICalcTexture... functions for each texture type are deprecated. Use RHICalcTexturePlatformSize instead.
RHICalcTexture3DPlatformSize,"FORCEINLINE uint64 RHICalcTexture3DPlatformSize(uint32 SizeX, uint32 SizeY, uint32 SizeZ, uint8 Format, uint32 NumMips, ETextureCreateFlags Flags, const FRHIResourceCreateInfo& CreateInfo, uint32& OutAlign)",The separate RHICalcTexture... functions for each texture type are deprecated. Use RHICalcTexturePlatformSize instead.
RHICalcTextureCubePlatformSize,"FORCEINLINE uint64 RHICalcTextureCubePlatformSize(uint32 Size, uint8 Format, uint32 NumMips, ETextureCreateFlags Flags, const FRHIResourceCreateInfo& CreateInfo, uint32& OutAlign)",The separate RHICalcTexture... functions for each texture type are deprecated. Use RHICalcTexturePlatformSize instead.
RHICalcVMTexture2DPlatformSize,"FORCEINLINE uint64 RHICalcVMTexture2DPlatformSize(uint32 Mip0Width, uint32 Mip0Height, uint8 Format, uint32 NumMips, uint32 FirstMipIdx, uint32 NumSamples, ETextureCreateFlags Flags, uint32& OutAlign)",The separate RHICalcTexture... functions for each texture type are deprecated. Use RHICalcTexturePlatformSize instead.
RHIInvalidateCachedState,FORCEINLINE_DEBUGGABLE void RHIInvalidateCachedState(),RHIInvalidateCachedState is not implemented by any platform RHI.
RHIReleaseThreadOwnership,FORCEINLINE void RHIReleaseThreadOwnership(),"RHIReleaseThreadOwnership() is deprecated. Thread ownership of the RHI is automatic, so this function is redundant."
RHIRequiresComputeGenerateMips,FORCEINLINE bool RHIRequiresComputeGenerateMips(),RHIRequiresComputeGenerateMips is deprecated and always returns true. Use FGenerateMips helper class from the RenderCore module to generate mips on textures.
RootToSequenceWarpCounter,FMovieSceneWarpCounter RootToSequenceWarpCounter;,This member is no longer supported
rotation,/** Get the target rotation (asserts if not in Position mode) */,This method is Deprecated and it will be removed in a future release. Use GetRotation instead
RotationForWPO_DEPRECATED,FQuat RotationForWPO_DEPRECATED;,GenerationHash is now used
RunProcessorsView,"MASSENTITY_API void RunProcessorsView(TArrayView<UMassProcessor* const> Processors, FMassProcessingContext& ProcessingContext, const FMassArchetypeEntityCollection* EntityCollection);",This flavor of RunProcessorsView is deprecated. Use the one with TConstArrayView<FMassArchetypeEntityCollection> parameter instead.
SceneComponentBinding,TComponentTypeID<FGuid> SceneComponentBinding;,Please use GenericObjectBinding and BoundObjectResolver
SegmentPrefixSum,TArray<uint32> SegmentPrefixSum;,Providing SegmentPrefixSum is no longer necessary.
SendInputData,ENGINE_API void SendInputData() {},"Deprecated, inputs are sent from PT marshaled data and can't be manually triggered on GT."
SendStateData,ENGINE_API void SendStateData() {},"Deprecated, states are sent from PT marshaled data and can't be manually triggered on GT."
Serialize,"bool Serialize(FArchive& Ar, bool bInlineShaderResources = true, bool bLoadingCooked = false, bool bInlineShaderCode = false, const FName& SerializingAsset = NAME_None)",Please use overload accepting an FShaderSerializeContext. Note that inlining of shader code into runtime shadermaps is no longer supported. If you rely on this please reach out to the UE rendering team.
Serialize,RENDERCORE_API bool Serialize(FArchive& Ar),Use overload accepting a FShaderSerializeContext instead
Serialize,"void Serialize(FArchive& Ar, bool bLoadingCooked)",Use overload accepting an FShaderSerializeContext object
Serialize,"RENDERCORE_API bool Serialize(FArchive& Ar, bool bInlineShaderResources, bool bLoadingCooked, bool bInlineShaderCode = false, const FName& SerializingAsset = NAME_None)",Please use overload accepting an FShaderSerializeContext. Note that inlining of shader code into runtime shadermaps is no longer supported. If you rely on this please reach out to the UE rendering team.
SerializeCompressedData,ENGINE_API virtual void SerializeCompressedData(class FArchive& Ar);,SerializeCompressedData now accepts the DataOwner as an argument
SerializeOutput,virtual void SerializeOutput(FArchive& Ar) {},Use overload accepting an FShaderCacheSerializeContext struct
SerializeOutput,virtual RENDERCORE_API void SerializeOutput(FArchive& Ar) override,Use overload accepting an FShaderCacheSerializeContext
SerializeOutput,virtual RENDERCORE_API void SerializeOutput(FArchive& Ar) override,Use overload accepting an FShaderCommonCompileJob::FSerializationContext
SetActorDetailsSCSEditorUICustomization,virtual void SetActorDetailsSCSEditorUICustomization(TSharedPtr<class ISCSEditorUICustomization> ActorDetailsSCSEditorUICustomization) {};,Use AddActorDetailsSCSEditorUICustomization/RemoveActorDetailsSCSEditorUICustomization instead.
SetAnimClass,ENGINE_API virtual void SetAnimClass(class UClass* NewClass);,This function is deprecated. Please use 'SetAnimInstanceClass' instead. 
SetBatchedShaderParametersMixed,inline void SetBatchedShaderParametersMixed(,SetBatchedShaderParametersMixed does not need an RHI shader
SetBBoxGrowth,void SetBBoxGrowth(const FVector& InBBox),Use BBoxGrowthLow and BBoxGrowthHigh properties instead.
SetColorOverrideStream,"FORCEINLINE_DEBUGGABLE void SetColorOverrideStream(FRHICommandList& RHICmdList, const FVertexBuffer* ColorVertexBuffer) const",SetColorOverrideStream is no longer used
SetCommandListStat,inline void SetCommandListStat(TStatId StatId) {},SetCommandListStat is deprecated. The underlying stats have been removed. Consider marking up rendering code with RDG event scopes.
SetContentFromStreamDelegate,bool SetContentFromStreamDelegate(FHttpRequestStreamDelegate StreamDelegate);,SetContentFromStreamDelegate has been deprecated and will not be supported because there is no seek support through delegate. Implement your own FArchive instead.
SetCookData,void SetCookData(FArchiveCookData* InCookData),Use SetSavePackageData.
SetCookData,void SetCookData(FArchiveCookData* InCookData),Use SetSavePackageData.
SetCurrentStat,inline void SetCurrentStat(TStatId Stat) {},SetCurrentStat is deprecated and there is no replacement. Consider marking up rendering code with RDG event scopes or RHI breadcrumbs.
SetElementIdImpl,"NAVIGATIONSYSTEM_API void SetElementIdImpl(const uint32 OwnerUniqueId, FOctreeElementId2 Id);",Use the version taking a FNavigationElementHandle instead.
SetEnumState,"UMG_API void SetEnumState(uint8 EnumStateIndex, uint8 EnumStateValue);",FWidgetStateBitfield currently no longer supports enum states
SetEnumState,UMG_API void SetEnumState(const FWidgetStateBitfield& EnumStateBitfield);,FWidgetStateBitfield currently no longer supports enum states
SetEnumStateSlow,"UMG_API void SetEnumStateSlow(FName EnumStateName, uint8 EnumStateValue);",FWidgetStateBitfield currently no longer supports enum states
SetForceUpdateDynamicDataImmediately,void SetForceUpdateDynamicDataImmediately(bool bForceUpdateImmediately) {},This is no longer relevant. Dynamic data is always updated immediately.
SetGeometry,void SetGeometry(,Use SetGeometry with OuterDrag and OuterLift multipliers
SetHasBeenSimplified,static void SetHasBeenSimplified(bool bInHasBeenSimplified),This functionality has been removed. Use FSkeletalMeshLODInfo::bHasBeenSimplified instead.
SetLandscapeSplinesReservedLayer,LANDSCAPE_API void SetLandscapeSplinesReservedLayer(int32 InLayerIndex);,Use CreateLayer with a ULandscapeEditLayerSplines instead
SetLastSubmitTime,void SetLastSubmitTime(double InSubmitTime) {},SetLastSubmitTime is no longer used.
SetLoadedByEditorPropertiesOnly,"void SetLoadedByEditorPropertiesOnly(bool bIsEditorOnly, bool bRecursive = false) {}",No longer used; skiponlyeditoronly is used instead and tracks editoronly references via savepackage results.
SetMaybeUnreachable,COREUOBJECT_API void SetMaybeUnreachable();,SetMaybeUnreachable() can only be used by the garbage collector.
SetMovementComponent,AIMODULE_API virtual void SetMovementComponent(UNavMovementComponent* MoveComp) final;,"SetMovementComponent(UNavMovementComponent* MoveComp) is deprecated, please use SetNavMoveInterface(INavMoveInterface* NavMoveInterface) instead."
